job uses node node463
LAMMPS (5 Nov 2016)
Running on 1 partitions of processors
pair lj/cut/coul/debye evdwl 3 136 0.000000
pair lj/cut/coul/debye ecoul 3 136 -0.033665
pair lj/cut/coul/debye evdwl 3 137 -0.000631
pair lj/cut/coul/debye ecoul 3 137 0.000000
pair lj/cut/coul/debye evdwl 3 138 -0.001214
pair lj/cut/coul/debye ecoul 3 138 0.000000
pair lj/cut/coul/debye evdwl 3 139 -0.002914
pair lj/cut/coul/debye ecoul 3 139 -0.112248
pair lj/cut/coul/debye evdwl 3 140 -0.022048
pair lj/cut/coul/debye ecoul 3 140 0.000000
pair lj/cut/coul/debye evdwl 3 141 -0.006722
pair lj/cut/coul/debye ecoul 3 141 0.000000
pair lj/cut/coul/debye evdwl 3 142 0.161614
pair lj/cut/coul/debye ecoul 3 142 -0.424233
pair lj/cut/coul/debye evdwl 3 143 -0.019908
pair lj/cut/coul/debye ecoul 3 143 0.000000
pair lj/cut/coul/debye evdwl 3 144 -0.002976
pair lj/cut/coul/debye ecoul 3 144 0.000000
pair lj/cut/coul/debye evdwl 3 145 -0.010038
pair lj/cut/coul/debye ecoul 3 145 -0.173906
pair lj/cut/coul/debye evdwl 3 146 -0.003145
pair lj/cut/coul/debye ecoul 3 146 0.000000
pair lj/cut/coul/debye evdwl 3 147 -0.001190
pair lj/cut/coul/debye ecoul 3 147 0.000000
pair lj/cut/coul/debye evdwl 3 51 0.000000
pair lj/cut/coul/debye ecoul 3 51 0.000000
pair lj/cut/coul/debye evdwl 3 53 0.000000
pair lj/cut/coul/debye ecoul 3 53 0.010947
pair lj/cut/coul/debye evdwl 3 54 0.000000
pair lj/cut/coul/debye ecoul 3 54 0.000000
pair lj/cut/coul/debye evdwl 3 55 0.000000
pair lj/cut/coul/debye ecoul 3 55 0.012632
pair lj/cut/coul/debye evdwl 3 56 0.000000
pair lj/cut/coul/debye ecoul 3 56 0.000000
pair lj/cut/coul/debye evdwl 3 57 0.000000
pair lj/cut/coul/debye ecoul 3 57 0.005777
pair lj/cut/coul/debye evdwl 3 58 0.000000
pair lj/cut/coul/debye ecoul 3 58 0.007140
pair lj/cut/coul/debye evdwl 3 59 0.000000
pair lj/cut/coul/debye ecoul 3 59 0.000000
pair lj/cut/coul/debye evdwl 3 60 0.000000
pair lj/cut/coul/debye ecoul 3 60 0.000000
pair lj/cut/coul/debye evdwl 3 61 0.000000
pair lj/cut/coul/debye ecoul 3 61 0.000000
pair lj/cut/coul/debye evdwl 3 62 0.000000
pair lj/cut/coul/debye ecoul 3 62 -0.003529
pair lj/cut/coul/debye evdwl 3 94 0.000000
pair lj/cut/coul/debye ecoul 3 94 0.000000
pair lj/cut/coul/debye evdwl 3 96 0.000000
pair lj/cut/coul/debye ecoul 3 96 0.000000
pair lj/cut/coul/debye evdwl 3 97 0.000000
pair lj/cut/coul/debye ecoul 3 97 0.000000
pair lj/cut/coul/debye evdwl 3 99 0.000000
pair lj/cut/coul/debye ecoul 3 99 0.000000
pair lj/cut/coul/debye evdwl 3 102 0.000000
pair lj/cut/coul/debye ecoul 3 102 0.000000
pair lj/cut/coul/debye evdwl 3 125 0.000000
pair lj/cut/coul/debye ecoul 3 125 0.000000
pair lj/cut/coul/debye evdwl 3 126 0.000000
pair lj/cut/coul/debye ecoul 3 126 0.000000
pair lj/cut/coul/debye evdwl 3 127 0.000000
pair lj/cut/coul/debye ecoul 3 127 -0.008169
pair lj/cut/coul/debye evdwl 3 128 0.000000
pair lj/cut/coul/debye ecoul 3 128 0.000000
pair lj/cut/coul/debye evdwl 3 129 0.000000
pair lj/cut/coul/debye ecoul 3 129 0.000000
pair lj/cut/coul/debye evdwl 3 130 0.000000
pair lj/cut/coul/debye ecoul 3 130 -0.010731
pair lj/cut/coul/debye evdwl 3 131 0.000000
pair lj/cut/coul/debye ecoul 3 131 0.000000
pair lj/cut/coul/debye evdwl 3 132 0.000000
pair lj/cut/coul/debye ecoul 3 132 0.000000
pair lj/cut/coul/debye evdwl 3 133 0.000000
pair lj/cut/coul/debye ecoul 3 133 -0.014199
pair lj/cut/coul/debye evdwl 3 7 -0.001053
pair lj/cut/coul/debye ecoul 3 7 0.000000
pair lj/cut/coul/debye evdwl 3 8 0.000000
pair lj/cut/coul/debye ecoul 3 8 0.000000
pair lj/cut/coul/debye evdwl 3 9 0.000000
pair lj/cut/coul/debye ecoul 3 9 0.000000
pair lj/cut/coul/debye evdwl 3 10 0.000000
pair lj/cut/coul/debye ecoul 3 10 0.013639
pair lj/cut/coul/debye evdwl 3 11 0.000000
pair lj/cut/coul/debye ecoul 3 11 0.000000
pair lj/cut/coul/debye evdwl 3 12 0.000000
pair lj/cut/coul/debye ecoul 3 12 0.000000
pair lj/cut/coul/debye evdwl 3 38 0.000000
pair lj/cut/coul/debye ecoul 3 38 0.000000
pair lj/cut/coul/debye evdwl 3 13 0.000000
pair lj/cut/coul/debye ecoul 3 13 0.000000
pair lj/cut/coul/debye evdwl 3 14 0.000000
pair lj/cut/coul/debye ecoul 3 14 0.000000
pair lj/cut/coul/debye evdwl 3 15 0.000000
pair lj/cut/coul/debye ecoul 3 15 -0.010206
pair lj/cut/coul/debye evdwl 3 17 0.000000
pair lj/cut/coul/debye ecoul 3 17 -0.009324
pair lj/cut/coul/debye evdwl 3 18 0.000000
pair lj/cut/coul/debye ecoul 3 18 0.007422
pair lj/cut/coul/debye evdwl 3 21 0.000000
pair lj/cut/coul/debye ecoul 3 21 0.004223
pair lj/cut/coul/debye evdwl 3 63 0.000000
pair lj/cut/coul/debye ecoul 3 63 0.000000
pair lj/cut/coul/debye evdwl 3 64 0.000000
pair lj/cut/coul/debye ecoul 3 64 0.000000
pair lj/cut/coul/debye evdwl 3 67 0.000000
pair lj/cut/coul/debye ecoul 3 67 0.000000
pair lj/cut/coul/debye evdwl 3 148 -0.000148
pair lj/cut/coul/debye ecoul 3 148 -0.055069
pair lj/cut/coul/debye evdwl 3 149 0.000000
pair lj/cut/coul/debye ecoul 3 149 0.000000
pair lj/cut/coul/debye evdwl 3 150 0.000000
pair lj/cut/coul/debye ecoul 3 150 0.000000
pair lj/cut/coul/debye evdwl 3 151 0.000000
pair lj/cut/coul/debye ecoul 3 151 -0.018750
pair lj/cut/coul/debye evdwl 3 152 0.000000
pair lj/cut/coul/debye ecoul 3 152 0.000000
pair lj/cut/coul/debye evdwl 3 153 0.000000
pair lj/cut/coul/debye ecoul 3 153 0.000000
pair lj/cut/coul/debye evdwl 3 154 0.000000
pair lj/cut/coul/debye ecoul 3 154 -0.008777
pair lj/cut/coul/debye evdwl 3 155 0.000000
pair lj/cut/coul/debye ecoul 3 155 0.000000
pair lj/cut/coul/debye evdwl 3 156 0.000000
pair lj/cut/coul/debye ecoul 3 156 0.000000
pair lj/cut/coul/debye evdwl 4 36 0.000000
pair lj/cut/coul/debye ecoul 4 36 0.000000
pair lj/cut/coul/debye evdwl 4 39 0.000000
pair lj/cut/coul/debye ecoul 4 39 0.018164
pair lj/cut/coul/debye evdwl 4 40 0.000000
pair lj/cut/coul/debye ecoul 4 40 0.000000
pair lj/cut/coul/debye evdwl 4 41 0.000000
pair lj/cut/coul/debye ecoul 4 41 0.000000
pair lj/cut/coul/debye evdwl 4 42 0.000000
pair lj/cut/coul/debye ecoul 4 42 0.000000
pair lj/cut/coul/debye evdwl 4 43 0.000000
pair lj/cut/coul/debye ecoul 4 43 0.000000
pair lj/cut/coul/debye evdwl 4 44 0.000000
pair lj/cut/coul/debye ecoul 4 44 0.000000
pair lj/cut/coul/debye evdwl 4 80 -0.000477
pair lj/cut/coul/debye ecoul 4 80 -0.066416
pair lj/cut/coul/debye evdwl 4 81 -0.002335
pair lj/cut/coul/debye ecoul 4 81 0.000000
pair lj/cut/coul/debye evdwl 4 83 -0.005336
pair lj/cut/coul/debye ecoul 4 83 -0.138488
pair lj/cut/coul/debye evdwl 4 84 -0.005155
pair lj/cut/coul/debye ecoul 4 84 0.000000
pair lj/cut/coul/debye evdwl 4 86 -0.005473
pair lj/cut/coul/debye ecoul 4 86 -0.139735
pair lj/cut/coul/debye evdwl 4 16 0.000000
pair lj/cut/coul/debye ecoul 4 16 0.000000
pair lj/cut/coul/debye evdwl 4 19 0.000000
pair lj/cut/coul/debye ecoul 4 19 0.006094
pair lj/cut/coul/debye evdwl 4 20 0.000000
pair lj/cut/coul/debye ecoul 4 20 0.000000
pair lj/cut/coul/debye evdwl 4 22 0.000000
pair lj/cut/coul/debye ecoul 4 22 0.000000
pair lj/cut/coul/debye evdwl 4 23 0.000000
pair lj/cut/coul/debye ecoul 4 23 0.000000
pair lj/cut/coul/debye evdwl 4 24 0.000000
pair lj/cut/coul/debye ecoul 4 24 0.005170
pair lj/cut/coul/debye evdwl 4 25 0.000000
pair lj/cut/coul/debye ecoul 4 25 0.000000
pair lj/cut/coul/debye evdwl 4 26 0.000000
pair lj/cut/coul/debye ecoul 4 26 0.000000
pair lj/cut/coul/debye evdwl 4 27 0.000000
pair lj/cut/coul/debye ecoul 4 27 0.000000
pair lj/cut/coul/debye evdwl 4 28 0.000000
pair lj/cut/coul/debye ecoul 4 28 0.000000
pair lj/cut/coul/debye evdwl 4 29 0.000000
pair lj/cut/coul/debye ecoul 4 29 0.000000
pair lj/cut/coul/debye evdwl 4 30 0.000000
pair lj/cut/coul/debye ecoul 4 30 -0.004751
pair lj/cut/coul/debye evdwl 4 31 0.000000
pair lj/cut/coul/debye ecoul 4 31 0.010570
pair lj/cut/coul/debye evdwl 4 32 0.000000
pair lj/cut/coul/debye ecoul 4 32 -0.011723
pair lj/cut/coul/debye evdwl 4 33 0.000000
pair lj/cut/coul/debye ecoul 4 33 0.000000
pair lj/cut/coul/debye evdwl 4 34 0.000000
pair lj/cut/coul/debye ecoul 4 34 0.000000
pair lj/cut/coul/debye evdwl 4 35 0.000000
pair lj/cut/coul/debye ecoul 4 35 0.000000
pair lj/cut/coul/debye evdwl 4 37 0.000000
pair lj/cut/coul/debye ecoul 4 37 0.000000
pair lj/cut/coul/debye evdwl 4 45 0.000000
pair lj/cut/coul/debye ecoul 4 45 0.000000
pair lj/cut/coul/debye evdwl 4 46 0.000000
pair lj/cut/coul/debye ecoul 4 46 0.024034
pair lj/cut/coul/debye evdwl 4 47 0.000000
pair lj/cut/coul/debye ecoul 4 47 0.000000
pair lj/cut/coul/debye evdwl 4 48 0.000000
pair lj/cut/coul/debye ecoul 4 48 0.000000
pair lj/cut/coul/debye evdwl 4 49 0.000000
pair lj/cut/coul/debye ecoul 4 49 0.000000
pair lj/cut/coul/debye evdwl 4 50 0.000000
pair lj/cut/coul/debye ecoul 4 50 0.000000
pair lj/cut/coul/debye evdwl 4 52 0.000000
pair lj/cut/coul/debye ecoul 4 52 0.000000
pair lj/cut/coul/debye evdwl 4 107 0.000000
pair lj/cut/coul/debye ecoul 4 107 -0.000969
pair lj/cut/coul/debye evdwl 4 108 0.000000
pair lj/cut/coul/debye ecoul 4 108 0.000000
pair lj/cut/coul/debye evdwl 4 116 0.000000
pair lj/cut/coul/debye ecoul 4 116 0.000000
pair lj/cut/coul/debye evdwl 4 118 0.000000
pair lj/cut/coul/debye ecoul 4 118 -0.006145
pair lj/cut/coul/debye evdwl 4 119 0.000000
pair lj/cut/coul/debye ecoul 4 119 0.000000
pair lj/cut/coul/debye evdwl 4 120 0.000000
pair lj/cut/coul/debye ecoul 4 120 0.000000
pair lj/cut/coul/debye evdwl 4 121 0.000000
pair lj/cut/coul/debye ecoul 4 121 -0.008903
pair lj/cut/coul/debye evdwl 4 122 0.000000
pair lj/cut/coul/debye ecoul 4 122 0.000000
pair lj/cut/coul/debye evdwl 4 123 0.000000
pair lj/cut/coul/debye ecoul 4 123 0.000000
pair lj/cut/coul/debye evdwl 4 124 0.000000
pair lj/cut/coul/debye ecoul 4 124 -0.005879
pair lj/cut/coul/debye evdwl 4 65 0.000000
pair lj/cut/coul/debye ecoul 4 65 -0.010303
pair lj/cut/coul/debye evdwl 4 66 0.000000
pair lj/cut/coul/debye ecoul 4 66 0.000000
pair lj/cut/coul/debye evdwl 4 68 0.000000
pair lj/cut/coul/debye ecoul 4 68 -0.012113
pair lj/cut/coul/debye evdwl 4 69 0.000000
pair lj/cut/coul/debye ecoul 4 69 0.000000
pair lj/cut/coul/debye evdwl 4 70 0.000000
pair lj/cut/coul/debye ecoul 4 70 0.000000
pair lj/cut/coul/debye evdwl 4 71 0.000000
pair lj/cut/coul/debye ecoul 4 71 -0.015398
pair lj/cut/coul/debye evdwl 4 72 0.000000
pair lj/cut/coul/debye ecoul 4 72 0.000000
pair lj/cut/coul/debye evdwl 4 73 -0.000048
pair lj/cut/coul/debye ecoul 4 73 0.000000
pair lj/cut/coul/debye evdwl 4 74 0.000000
pair lj/cut/coul/debye ecoul 4 74 -0.020796
pair lj/cut/coul/debye evdwl 4 75 0.000000
pair lj/cut/coul/debye ecoul 4 75 0.000000
pair lj/cut/coul/debye evdwl 4 76 -0.000541
pair lj/cut/coul/debye ecoul 4 76 0.000000
pair lj/cut/coul/debye evdwl 4 77 0.000000
pair lj/cut/coul/debye ecoul 4 77 -0.034377
pair lj/cut/coul/debye evdwl 4 78 -0.000873
pair lj/cut/coul/debye ecoul 4 78 0.000000
pair lj/cut/coul/debye evdwl 4 79 -0.001661
pair lj/cut/coul/debye ecoul 4 79 0.000000
pair lj/cut/coul/debye evdwl 4 82 -0.001798
pair lj/cut/coul/debye ecoul 4 82 0.000000
pair lj/cut/coul/debye evdwl 4 85 -0.000838
pair lj/cut/coul/debye ecoul 4 85 0.000000
pair lj/cut/coul/debye evdwl 4 87 -0.002874
pair lj/cut/coul/debye ecoul 4 87 0.000000
pair lj/cut/coul/debye evdwl 4 88 -0.000316
pair lj/cut/coul/debye ecoul 4 88 0.000000
pair lj/cut/coul/debye evdwl 4 89 -0.000431
pair lj/cut/coul/debye ecoul 4 89 -0.064982
pair lj/cut/coul/debye evdwl 4 90 0.000000
pair lj/cut/coul/debye ecoul 4 90 0.000000
pair lj/cut/coul/debye evdwl 4 91 0.000000
pair lj/cut/coul/debye ecoul 4 91 0.000000
pair lj/cut/coul/debye evdwl 4 92 0.000000
pair lj/cut/coul/debye ecoul 4 92 -0.019888
pair lj/cut/coul/debye evdwl 4 93 0.000000
pair lj/cut/coul/debye ecoul 4 93 0.000000
pair lj/cut/coul/debye evdwl 4 95 0.000000
pair lj/cut/coul/debye ecoul 4 95 -0.007078
pair lj/cut/coul/debye evdwl 4 134 0.000000
pair lj/cut/coul/debye ecoul 4 134 0.000000
pair lj/cut/coul/debye evdwl 4 135 0.000000
pair lj/cut/coul/debye ecoul 4 135 0.000000
pair lj/cut/coul/debye evdwl 4 136 0.000000
pair lj/cut/coul/debye ecoul 4 136 -0.025290
pair lj/cut/coul/debye evdwl 4 137 -0.000047
pair lj/cut/coul/debye ecoul 4 137 0.000000
pair lj/cut/coul/debye evdwl 4 138 -0.000362
pair lj/cut/coul/debye ecoul 4 138 0.000000
pair lj/cut/coul/debye evdwl 4 139 -0.000757
pair lj/cut/coul/debye ecoul 4 139 -0.074172
pair lj/cut/coul/debye evdwl 4 140 -0.008740
pair lj/cut/coul/debye ecoul 4 140 0.000000
pair lj/cut/coul/debye evdwl 4 141 -0.006004
pair lj/cut/coul/debye ecoul 4 141 0.000000
pair lj/cut/coul/debye evdwl 4 142 0.039414
pair lj/cut/coul/debye ecoul 4 142 -0.385988
pair lj/cut/coul/debye evdwl 4 143 0.053287
pair lj/cut/coul/debye ecoul 4 143 0.000000
pair lj/cut/coul/debye evdwl 4 144 -0.004439
pair lj/cut/coul/debye ecoul 4 144 0.000000
pair lj/cut/coul/debye evdwl 4 145 0.132750
pair lj/cut/coul/debye ecoul 4 145 -0.417465
pair lj/cut/coul/debye evdwl 4 146 -0.018093
pair lj/cut/coul/debye ecoul 4 146 0.000000
pair lj/cut/coul/debye evdwl 4 147 -0.004564
pair lj/cut/coul/debye ecoul 4 147 0.000000
pair lj/cut/coul/debye evdwl 4 51 0.000000
pair lj/cut/coul/debye ecoul 4 51 0.000000
pair lj/cut/coul/debye evdwl 4 53 0.000000
pair lj/cut/coul/debye ecoul 4 53 0.008827
pair lj/cut/coul/debye evdwl 4 54 0.000000
pair lj/cut/coul/debye ecoul 4 54 0.000000
pair lj/cut/coul/debye evdwl 4 55 0.000000
pair lj/cut/coul/debye ecoul 4 55 0.011237
pair lj/cut/coul/debye evdwl 4 56 0.000000
pair lj/cut/coul/debye ecoul 4 56 0.000000
pair lj/cut/coul/debye evdwl 4 57 0.000000
pair lj/cut/coul/debye ecoul 4 57 0.004897
pair lj/cut/coul/debye evdwl 4 58 0.000000
pair lj/cut/coul/debye ecoul 4 58 0.006062
pair lj/cut/coul/debye evdwl 4 59 0.000000
pair lj/cut/coul/debye ecoul 4 59 0.000000
pair lj/cut/coul/debye evdwl 4 60 0.000000
pair lj/cut/coul/debye ecoul 4 60 0.000000
pair lj/cut/coul/debye evdwl 4 61 0.000000
pair lj/cut/coul/debye ecoul 4 61 0.000000
pair lj/cut/coul/debye evdwl 4 62 0.000000
pair lj/cut/coul/debye ecoul 4 62 -0.003179
pair lj/cut/coul/debye evdwl 4 94 0.000000
pair lj/cut/coul/debye ecoul 4 94 0.000000
pair lj/cut/coul/debye evdwl 4 96 0.000000
pair lj/cut/coul/debye ecoul 4 96 0.000000
pair lj/cut/coul/debye evdwl 4 97 0.000000
pair lj/cut/coul/debye ecoul 4 97 0.000000
pair lj/cut/coul/debye evdwl 4 99 0.000000
pair lj/cut/coul/debye ecoul 4 99 0.000000
pair lj/cut/coul/debye evdwl 4 102 0.000000
pair lj/cut/coul/debye ecoul 4 102 0.000000
pair lj/cut/coul/debye evdwl 4 125 0.000000
pair lj/cut/coul/debye ecoul 4 125 0.000000
pair lj/cut/coul/debye evdwl 4 126 0.000000
pair lj/cut/coul/debye ecoul 4 126 0.000000
pair lj/cut/coul/debye evdwl 4 127 0.000000
pair lj/cut/coul/debye ecoul 4 127 -0.006006
pair lj/cut/coul/debye evdwl 4 128 0.000000
pair lj/cut/coul/debye ecoul 4 128 0.000000
pair lj/cut/coul/debye evdwl 4 129 0.000000
pair lj/cut/coul/debye ecoul 4 129 0.000000
pair lj/cut/coul/debye evdwl 4 130 0.000000
pair lj/cut/coul/debye ecoul 4 130 -0.007856
pair lj/cut/coul/debye evdwl 4 131 0.000000
pair lj/cut/coul/debye ecoul 4 131 0.000000
pair lj/cut/coul/debye evdwl 4 132 0.000000
pair lj/cut/coul/debye ecoul 4 132 0.000000
pair lj/cut/coul/debye evdwl 4 133 0.000000
pair lj/cut/coul/debye ecoul 4 133 -0.010243
pair lj/cut/coul/debye evdwl 4 8 0.000000
pair lj/cut/coul/debye ecoul 4 8 0.000000
pair lj/cut/coul/debye evdwl 4 9 0.000000
pair lj/cut/coul/debye ecoul 4 9 0.000000
pair lj/cut/coul/debye evdwl 4 10 0.000000
pair lj/cut/coul/debye ecoul 4 10 0.018261
pair lj/cut/coul/debye evdwl 4 11 0.000000
pair lj/cut/coul/debye ecoul 4 11 0.000000
pair lj/cut/coul/debye evdwl 4 12 0.000000
pair lj/cut/coul/debye ecoul 4 12 0.000000
pair lj/cut/coul/debye evdwl 4 38 0.000000
pair lj/cut/coul/debye ecoul 4 38 0.000000
pair lj/cut/coul/debye evdwl 4 13 0.000000
pair lj/cut/coul/debye ecoul 4 13 0.000000
pair lj/cut/coul/debye evdwl 4 14 0.000000
pair lj/cut/coul/debye ecoul 4 14 0.000000
pair lj/cut/coul/debye evdwl 4 15 0.000000
pair lj/cut/coul/debye ecoul 4 15 -0.010976
pair lj/cut/coul/debye evdwl 4 17 0.000000
pair lj/cut/coul/debye ecoul 4 17 -0.009619
pair lj/cut/coul/debye evdwl 4 18 0.000000
pair lj/cut/coul/debye ecoul 4 18 0.007464
pair lj/cut/coul/debye evdwl 4 21 0.000000
pair lj/cut/coul/debye ecoul 4 21 0.004106
pair lj/cut/coul/debye evdwl 4 63 0.000000
pair lj/cut/coul/debye ecoul 4 63 0.000000
pair lj/cut/coul/debye evdwl 4 64 0.000000
pair lj/cut/coul/debye ecoul 4 64 0.000000
pair lj/cut/coul/debye evdwl 4 67 0.000000
pair lj/cut/coul/debye ecoul 4 67 0.000000
pair lj/cut/coul/debye evdwl 4 148 -0.002585
pair lj/cut/coul/debye ecoul 4 148 -0.107791
pair lj/cut/coul/debye evdwl 4 149 -0.000211
pair lj/cut/coul/debye ecoul 4 149 0.000000
pair lj/cut/coul/debye evdwl 4 150 -0.000436
pair lj/cut/coul/debye ecoul 4 150 0.000000
pair lj/cut/coul/debye evdwl 4 151 0.000000
pair lj/cut/coul/debye ecoul 4 151 -0.029012
pair lj/cut/coul/debye evdwl 4 152 0.000000
pair lj/cut/coul/debye ecoul 4 152 0.000000
pair lj/cut/coul/debye evdwl 4 153 0.000000
pair lj/cut/coul/debye ecoul 4 153 0.000000
pair lj/cut/coul/debye evdwl 4 154 0.000000
pair lj/cut/coul/debye ecoul 4 154 -0.012687
pair lj/cut/coul/debye evdwl 4 155 0.000000
pair lj/cut/coul/debye ecoul 4 155 0.000000
pair lj/cut/coul/debye evdwl 4 156 0.000000
pair lj/cut/coul/debye ecoul 4 156 0.000000
pair lj/cut/coul/debye evdwl 5 36 0.000000
pair lj/cut/coul/debye ecoul 5 36 0.000000
pair lj/cut/coul/debye evdwl 5 39 0.000000
pair lj/cut/coul/debye ecoul 5 39 0.023492
pair lj/cut/coul/debye evdwl 5 40 0.000000
pair lj/cut/coul/debye ecoul 5 40 0.000000
pair lj/cut/coul/debye evdwl 5 41 0.000000
pair lj/cut/coul/debye ecoul 5 41 0.000000
pair lj/cut/coul/debye evdwl 5 42 0.000000
pair lj/cut/coul/debye ecoul 5 42 0.000000
pair lj/cut/coul/debye evdwl 5 43 0.000000
pair lj/cut/coul/debye ecoul 5 43 0.000000
pair lj/cut/coul/debye evdwl 5 44 -0.000572
pair lj/cut/coul/debye ecoul 5 44 0.000000
pair lj/cut/coul/debye evdwl 5 80 -0.005411
pair lj/cut/coul/debye ecoul 5 80 -0.139169
pair lj/cut/coul/debye evdwl 5 81 -0.017660
pair lj/cut/coul/debye ecoul 5 81 0.000000
pair lj/cut/coul/debye evdwl 5 83 -0.021375
pair lj/cut/coul/debye ecoul 5 83 -0.234814
pair lj/cut/coul/debye evdwl 5 84 -0.009356
pair lj/cut/coul/debye ecoul 5 84 0.000000
pair lj/cut/coul/debye evdwl 5 86 -0.004517
pair lj/cut/coul/debye ecoul 5 86 -0.130598
pair lj/cut/coul/debye evdwl 5 16 0.000000
pair lj/cut/coul/debye ecoul 5 16 0.000000
pair lj/cut/coul/debye evdwl 5 19 0.000000
pair lj/cut/coul/debye ecoul 5 19 0.009727
pair lj/cut/coul/debye evdwl 5 20 0.000000
pair lj/cut/coul/debye ecoul 5 20 0.000000
pair lj/cut/coul/debye evdwl 5 22 0.000000
pair lj/cut/coul/debye ecoul 5 22 0.000000
pair lj/cut/coul/debye evdwl 5 23 0.000000
pair lj/cut/coul/debye ecoul 5 23 0.000000
pair lj/cut/coul/debye evdwl 5 24 0.000000
pair lj/cut/coul/debye ecoul 5 24 0.007916
pair lj/cut/coul/debye evdwl 5 25 0.000000
pair lj/cut/coul/debye ecoul 5 25 0.000000
pair lj/cut/coul/debye evdwl 5 26 0.000000
pair lj/cut/coul/debye ecoul 5 26 0.000000
pair lj/cut/coul/debye evdwl 5 27 0.000000
pair lj/cut/coul/debye ecoul 5 27 0.000000
pair lj/cut/coul/debye evdwl 5 28 0.000000
pair lj/cut/coul/debye ecoul 5 28 0.000000
pair lj/cut/coul/debye evdwl 5 29 0.000000
pair lj/cut/coul/debye ecoul 5 29 0.000000
pair lj/cut/coul/debye evdwl 5 30 0.000000
pair lj/cut/coul/debye ecoul 5 30 -0.006465
pair lj/cut/coul/debye evdwl 5 31 0.000000
pair lj/cut/coul/debye ecoul 5 31 0.014434
pair lj/cut/coul/debye evdwl 5 32 0.000000
pair lj/cut/coul/debye ecoul 5 32 -0.014809
pair lj/cut/coul/debye evdwl 5 33 0.000000
pair lj/cut/coul/debye ecoul 5 33 0.000000
pair lj/cut/coul/debye evdwl 5 34 0.000000
pair lj/cut/coul/debye ecoul 5 34 0.000000
pair lj/cut/coul/debye evdwl 5 35 0.000000
pair lj/cut/coul/debye ecoul 5 35 0.000000
pair lj/cut/coul/debye evdwl 5 37 0.000000
pair lj/cut/coul/debye ecoul 5 37 0.000000
pair lj/cut/coul/debye evdwl 5 45 0.000000
pair lj/cut/coul/debye ecoul 5 45 0.000000
pair lj/cut/coul/debye evdwl 5 46 0.000000
pair lj/cut/coul/debye ecoul 5 46 0.033124
pair lj/cut/coul/debye evdwl 5 47 0.000000
pair lj/cut/coul/debye ecoul 5 47 0.000000
pair lj/cut/coul/debye evdwl 5 48 0.000000
pair lj/cut/coul/debye ecoul 5 48 0.000000
pair lj/cut/coul/debye evdwl 5 49 0.000000
pair lj/cut/coul/debye ecoul 5 49 0.000000
pair lj/cut/coul/debye evdwl 5 50 0.000000
pair lj/cut/coul/debye ecoul 5 50 0.000000
pair lj/cut/coul/debye evdwl 5 52 0.000000
pair lj/cut/coul/debye ecoul 5 52 0.000000
pair lj/cut/coul/debye evdwl 5 107 0.000000
pair lj/cut/coul/debye ecoul 5 107 -0.001168
pair lj/cut/coul/debye evdwl 5 108 0.000000
pair lj/cut/coul/debye ecoul 5 108 0.000000
pair lj/cut/coul/debye evdwl 5 116 0.000000
pair lj/cut/coul/debye ecoul 5 116 0.000000
pair lj/cut/coul/debye evdwl 5 118 0.000000
pair lj/cut/coul/debye ecoul 5 118 -0.006563
pair lj/cut/coul/debye evdwl 5 119 0.000000
pair lj/cut/coul/debye ecoul 5 119 0.000000
pair lj/cut/coul/debye evdwl 5 120 0.000000
pair lj/cut/coul/debye ecoul 5 120 0.000000
pair lj/cut/coul/debye evdwl 5 121 0.000000
pair lj/cut/coul/debye ecoul 5 121 -0.010824
pair lj/cut/coul/debye evdwl 5 122 0.000000
pair lj/cut/coul/debye ecoul 5 122 0.000000
pair lj/cut/coul/debye evdwl 5 123 0.000000
pair lj/cut/coul/debye ecoul 5 123 0.000000
pair lj/cut/coul/debye evdwl 5 124 0.000000
pair lj/cut/coul/debye ecoul 5 124 -0.007746
pair lj/cut/coul/debye evdwl 5 65 0.000000
pair lj/cut/coul/debye ecoul 5 65 -0.010715
pair lj/cut/coul/debye evdwl 5 66 0.000000
pair lj/cut/coul/debye ecoul 5 66 0.000000
pair lj/cut/coul/debye evdwl 5 68 0.000000
pair lj/cut/coul/debye ecoul 5 68 -0.013947
pair lj/cut/coul/debye evdwl 5 69 0.000000
pair lj/cut/coul/debye ecoul 5 69 0.000000
pair lj/cut/coul/debye evdwl 5 70 0.000000
pair lj/cut/coul/debye ecoul 5 70 0.000000
pair lj/cut/coul/debye evdwl 5 71 0.000000
pair lj/cut/coul/debye ecoul 5 71 -0.021167
pair lj/cut/coul/debye evdwl 5 72 0.000000
pair lj/cut/coul/debye ecoul 5 72 0.000000
pair lj/cut/coul/debye evdwl 5 73 -0.000530
pair lj/cut/coul/debye ecoul 5 73 0.000000
pair lj/cut/coul/debye evdwl 5 74 0.000000
pair lj/cut/coul/debye ecoul 5 74 -0.034584
pair lj/cut/coul/debye evdwl 5 75 -0.000450
pair lj/cut/coul/debye ecoul 5 75 0.000000
pair lj/cut/coul/debye evdwl 5 76 -0.002834
pair lj/cut/coul/debye ecoul 5 76 0.000000
pair lj/cut/coul/debye evdwl 5 77 -0.000458
pair lj/cut/coul/debye ecoul 5 77 -0.065827
pair lj/cut/coul/debye evdwl 5 78 -0.008049
pair lj/cut/coul/debye ecoul 5 78 0.000000
pair lj/cut/coul/debye evdwl 5 79 -0.008061
